,Unnamed: 0.1,Unnamed: 0,Cityname,Pagerank,Lines,Datetime
97,97,64,六安,0.003687684,229,2019/1/2
98,98,109,盐城,0.003678356,224,2019/1/2
99,99,90,焦作,0.003675297,226,2019/1/2
100,100,204,吉安,0.003656964,225,2019/1/2
101,101,108,韶关,0.003642824,223,2019/1/2
102,102,30,湖州,0.003635896,224,2019/1/2
103,103,147,秦皇岛,0.003635111,218,2019/1/2
104,104,223,铜仁,0.003633367,221,2019/1/2
105,105,182,柳州,0.003611152,219,2019/1/2
106,106,185,上饶,0.003607519,223,2019/1/2
107,107,86,淮安,0.003606032,223,2019/1/2
108,108,115,宿州,0.003602505,220,2019/1/2
109,109,190,连云港,0.003599972,221,2019/1/2
110,110,137,安庆,0.003597937,223,2019/1/2
111,111,123,沈阳,0.003587686,209,2019/1/2
112,112,248,郴州,0.003582952,217,2019/1/2
113,113,77,淄博,0.003577085,216,2019/1/2
114,114,149,福州,0.003573201,219,2019/1/2
115,115,229,三门峡,0.003563923,215,2019/1/2
116,116,48,泉州,0.003549655,220,2019/1/2
117,117,232,十堰,0.003540052,214,2019/1/2
118,118,59,烟台,0.003539152,215,2019/1/2
119,119,173,商洛,0.003518913,212,2019/1/2
120,120,230,鄂尔多斯,0.003502957,204,2019/1/2
121,121,49,漳州,0.003491142,213,2019/1/2
122,122,87,宿迁,0.003487697,212,2019/1/2
123,123,145,芜湖,0.003484668,211,2019/1/2
124,124,165,衢州,0.00345361,214,2019/1/2
125,125,251,汉中,0.003443054,208,2019/1/2
126,126,253,池州,0.003393956,210,2019/1/2
127,127,243,安康,0.00339334,206,2019/1/2
128,128,200,恩施土家族苗族,0.003393238,207,2019/1/2
129,129,37,张家口,0.003384924,200,2019/1/2
130,130,28,镇江,0.003382816,209,2019/1/2
131,131,83,曲靖,0.003375564,203,2019/1/2
132,132,156,亳州,0.003365113,206,2019/1/2
133,133,179,仙桃,0.00336455,205,2019/1/2
134,134,187,邵阳,0.003358034,202,2019/1/2
135,135,110,茂名,0.003356057,197,2019/1/2
136,136,92,长春,0.00335018,196,2019/1/2
137,137,35,江门,0.003347237,197,2019/1/2
138,138,34,肇庆,0.003347139,201,2019/1/2
139,139,114,南充,0.003337191,200,2019/1/2
140,140,274,天门,0.003335741,201,2019/1/2
141,141,134,东营,0.003332006,198,2019/1/2
142,142,106,哈尔滨,0.003319556,192,2019/1/2
143,143,61,绵阳,0.003318735,197,2019/1/2
144,144,20,中山,0.003317381,200,2019/1/2
145,145,217,漯河,0.003317277,204,2019/1/2
146,146,227,葫芦岛,0.003302963,194,2019/1/2
147,147,96,马鞍山,0.003302702,203,2019/1/2
148,148,162,枣庄,0.003297659,200,2019/1/2
149,149,288,贺州,0.003293337,197,2019/1/2
150,150,94,乌鲁木齐,0.003291911,181,2019/1/2
151,151,207,西宁,0.003287657,186,2019/1/2
152,152,152,蚌埠,0.00328698,201,2019/1/2
153,153,60,泰州,0.003277766,200,2019/1/2
154,154,85,毕节,0.003267604,194,2019/1/2
155,155,218,呼和浩特,0.003265475,192,2019/1/2
156,156,154,黄石,0.003262272,201,2019/1/2
157,157,16,德阳,0.00326128,190,2019/1/2
158,158,129,遂宁,0.003254563,194,2019/1/2
159,159,93,河源,0.003249966,199,2019/1/2
160,160,142,达州,0.003189226,192,2019/1/2
161,161,280,梧州,0.003165487,188,2019/1/2
162,162,220,黔东南苗族侗族,0.003161463,189,2019/1/2
163,163,168,银川,0.003152528,184,2019/1/2
164,164,235,南平,0.003126031,192,2019/1/2
165,165,348,哈密,0.003122149,171,2019/1/2
166,166,214,景德镇,0.003119173,190,2019/1/2
167,167,322,酒泉,0.003118814,178,2019/1/2
168,168,47,厦门,0.003116877,191,2019/1/2
169,169,175,临汾,0.003101499,187,2019/1/2
170,170,222,延安,0.003086782,185,2019/1/2
171,171,184,娄底,0.003077802,188,2019/1/2
172,172,82,益阳,0.003065513,184,2019/1/2
173,173,213,锦州,0.003057347,177,2019/1/2
174,174,216,长治,0.003020357,181,2019/1/2
175,175,211,广元,0.003017629,172,2019/1/2
176,176,275,三明,0.00301692,182,2019/1/2
177,177,132,日照,0.003014365,183,2019/1/2
178,178,206,宣城,0.003010625,183,2019/1/2
179,179,166,泸州,0.003008712,173,2019/1/2
180,180,124,承德,0.00300408,174,2019/1/2
181,181,21,珠海,0.002987307,178,2019/1/2
182,182,242,大连,0.002983421,166,2019/1/2
183,183,311,武威,0.002972444,168,2019/1/2
184,184,167,吴忠,0.002969493,168,2019/1/2
185,185,249,定西,0.002964664,170,2019/1/2
186,186,236,六盘水,0.002953293,173,2019/1/2
187,187,265,龙岩,0.002948203,179,2019/1/2
188,188,258,新余,0.002947105,179,2019/1/2
189,189,183,百色,0.0029438,171,2019/1/2
190,190,188,鹤壁,0.002934382,175,2019/1/2
191,191,117,淮南,0.002931275,174,2019/1/2
192,192,312,天水,0.002917008,168,2019/1/2
193,193,153,宝鸡,0.002914585,172,2019/1/2
194,194,315,平凉,0.002903053,169,2019/1/2
195,195,333,张掖,0.002897723,166,2019/1/2
196,196,102,广安,0.002890045,172,2019/1/2
197,197,290,中卫,0.002883468,167,2019/1/2
198,198,101,安顺,0.002880034,172,2019/1/2
199,199,104,海口,0.002869599,162,2019/1/2
200,200,120,吕梁,0.002862011,166,2019/1/2
201,201,135,忻州,0.002831226,165,2019/1/2
202,202,298,萍乡,0.00282088,170,2019/1/2
203,203,133,红河哈尼族彝族,0.002818446,166,2019/1/2
204,204,198,丽水,0.002804139,168,2019/1/2
205,205,266,赤峰,0.002801158,160,2019/1/2
206,206,68,揭阳,0.002797047,167,2019/1/2
207,207,155,宜宾,0.002795624,160,2019/1/2
208,208,193,大同,0.002792189,162,2019/1/2
209,209,325,海西蒙古族藏族,0.002787828,149,2019/1/2
210,210,212,昭通,0.002784793,160,2019/1/2
211,211,252,晋城,0.002782267,167,2019/1/2
212,212,23,眉山,0.002775976,160,2019/1/2
213,213,271,铜陵,0.002774731,167,2019/1/2
214,214,237,黔西南布依族苗族,0.00276389,162,2019/1/2
215,215,273,北海,0.002748659,160,2019/1/2
216,216,268,鹰潭,0.002741552,164,2019/1/2
217,217,69,汕头,0.002740568,162,2019/1/2
218,218,314,固原,0.002730942,159,2019/1/2
219,219,263,文山壮族苗族,0.002722466,158,2019/1/2
220,220,186,河池,0.002719802,156,2019/1/2
221,221,239,盘锦,0.002718825,155,2019/1/2
222,222,71,鄂州,0.0027079,163,2019/1/2
223,223,255,黄山,0.002702789,163,2019/1/2
224,224,260,白银,0.002686218,150,2019/1/2
225,225,160,云浮,0.002685488,156,2019/1/2
226,226,181,来宾,0.002675572,160,2019/1/2
227,227,208,海东,0.002673771,145,2019/1/2
228,228,130,内江,0.002665292,153,2019/1/2
229,229,221,玉林,0.002660967,155,2019/1/2
230,230,164,淮北,0.002655571,159,2019/1/2
231,231,178,莆田,0.002650851,157,2019/1/2
232,232,151,梅州,0.002634284,157,2019/1/2
233,233,150,宁德,0.002630365,158,2019/1/2
234,234,163,鞍山,0.002626717,148,2019/1/2
235,235,172,大理白族,0.002625377,147,2019/1/2
236,236,303,巴彦淖尔,0.002617251,141,2019/1/2
237,237,287,张家界,0.002611954,156,2019/1/2
238,238,224,巴中,0.00260205,150,2019/1/2
239,239,78,资阳,0.002595705,148,2019/1/2
240,240,88,玉溪,0.002595335,150,2019/1/2
241,241,91,四平,0.002578571,143,2019/1/2
242,242,247,包头,0.002577164,146,2019/1/2
243,243,299,通辽,0.002559356,142,2019/1/2
244,244,161,松原,0.002555841,140,2019/1/2
245,245,194,阳江,0.002553443,144,2019/1/2
246,246,143,楚雄彝族,0.002544823,147,2019/1/2
247,247,241,营口,0.002542088,139,2019/1/2
248,248,267,潜江,0.002535624,151,2019/1/2
249,249,219,乌兰察布,0.002522965,143,2019/1/2
250,250,319,吐鲁番,0.002505923,136,2019/1/2
251,251,159,威海,0.00250589,146,2019/1/2
252,252,141,三亚,0.002498036,136,2019/1/2
253,253,331,巴音郭楞蒙古,0.002477707,125,2019/1/2
254,254,197,钦州,0.002453258,136,2019/1/2
255,255,313,陇南,0.002376341,131,2019/1/2
256,256,215,贵港,0.002361652,136,2019/1/2
257,257,189,自贡,0.002354947,132,2019/1/2
258,258,105,绥化,0.002343718,122,2019/1/2
259,259,128,铁岭,0.002338847,128,2019/1/2
260,260,119,潮州,0.002318874,134,2019/1/2
261,261,192,朔州,0.00231351,132,2019/1/2
262,262,257,阳泉,0.002308698,132,2019/1/2
263,263,113,雅安,0.002304543,127,2019/1/2
264,264,199,大庆,0.002303957,123,2019/1/2
265,265,277,齐齐哈尔,0.002285845,122,2019/1/2
266,266,191,莱芜,0.002284325,130,2019/1/2
267,267,139,崇左,0.0022675,130,2019/1/2
268,268,95,昌吉回族,0.00226176,113,2019/1/2
269,269,279,济源,0.002260761,131,2019/1/2
270,270,244,阜新,0.00224436,121,2019/1/2
271,271,66,乐山,0.002242854,125,2019/1/2
272,272,276,朝阳,0.002207644,118,2019/1/2
273,273,136,凉山彝族,0.002172255,120,2019/1/2
274,274,308,伊犁哈萨克,0.002121294,104,2019/1/2
275,275,259,防城港,0.002109193,115,2019/1/2
276,276,320,拉萨,0.002090394,103,2019/1/2
277,277,264,西双版纳傣族,0.002059938,113,2019/1/2
278,278,286,庆阳,0.002053651,114,2019/1/2
279,279,335,阿克苏,0.002046324,99,2019/1/2
280,280,144,吉林,0.002019662,107,2019/1/2
281,281,317,锡林郭勒盟,0.001994779,106,2019/1/2
282,282,340,金昌,0.001991323,105,2019/1/2
283,283,238,铜川,0.001979301,108,2019/1/2
284,284,310,兴安盟,0.001937637,98,2019/1/2
285,285,234,石嘴山,0.001911788,102,2019/1/2
286,286,284,普洱,0.00190234,102,2019/1/2
287,287,343,阿拉善盟,0.001892621,99,2019/1/2
288,288,174,汕尾,0.001884837,104,2019/1/2
289,289,296,白城,0.001870994,97,2019/1/2
290,290,342,喀什,0.001863022,87,2019/1/2
291,291,327,海南藏族,0.001862616,86,2019/1/2
292,292,281,保山,0.001848594,98,2019/1/2
293,293,282,德宏傣族景颇族,0.001844897,97,2019/1/2
294,294,127,辽阳,0.001843309,96,2019/1/2
295,295,122,抚顺,0.001824844,95,2019/1/2
296,296,295,呼伦贝尔,0.001798033,91,2019/1/2
297,297,297,通化,0.001797852,91,2019/1/2
298,298,177,舟山,0.001765364,97,2019/1/2
299,299,140,陵水黎族自治县,0.001726887,80,2019/1/2
300,300,328,乌海,0.001718797,89,2019/1/2
301,301,254,牡丹江,0.00170775,82,2019/1/2
302,302,103,澄迈县,0.001678385,79,2019/1/2
303,303,262,攀枝花,0.001646792,82,2019/1/2
304,304,305,延边朝鲜族,0.001638513,79,2019/1/2
305,305,301,丹东,0.001633867,81,2019/1/2
306,306,226,丽江,0.001633064,80,2019/1/2
307,307,289,佳木斯,0.001585281,74,2019/1/2
308,308,283,临夏回族,0.001558526,74,2019/1/2
309,309,307,塔城,0.001479914,62,2019/1/2
310,310,70,阿坝藏族羌族,0.001464363,66,2019/1/2
311,311,107,甘孜藏族,0.001462371,68,2019/1/2
312,312,294,儋州,0.001459246,61,2019/1/2
313,313,285,万宁,0.001445391,63,2019/1/2
314,314,269,琼海,0.001415185,63,2019/1/2
315,315,225,本溪,0.001397865,66,2019/1/2
316,316,323,嘉峪关,0.001395145,66,2019/1/2
317,317,359,和田,0.001370533,52,2019/1/2
318,318,339,东方,0.001340106,57,2019/1/2
319,319,304,石河子,0.001335283,48,2019/1/2
320,320,272,乐东黎族自治县,0.001288067,52,2019/1/2
321,321,300,临沧,0.001285802,59,2019/1/2
322,322,332,鸡西,0.00128038,54,2019/1/2
323,323,306,辽源,0.001278338,53,2019/1/2
324,324,292,双鸭山,0.001261803,52,2019/1/2
325,325,270,定安县,0.001250549,49,2019/1/2
326,326,302,白山,0.001249313,54,2019/1/2
327,327,309,黑河,0.001198236,48,2019/1/2
328,328,355,博尔塔拉蒙古,0.001161207,42,2019/1/2
329,329,261,文昌,0.001140791,42,2019/1/2
330,330,351,甘南藏族,0.001133742,47,2019/1/2
331,331,334,七台河,0.001099019,43,2019/1/2
332,332,349,昌都,0.001080079,41,2019/1/2
333,333,293,临高县,0.00106825,37,2019/1/2
334,334,353,林芝,0.001065402,39,2019/1/2
335,335,336,克拉玛依,0.001060068,39,2019/1/2
336,336,354,昌江黎族自治县,0.001025749,34,2019/1/2
337,337,256,保亭黎族苗族自治县,0.001009402,33,2019/1/2
338,338,171,香港特别行政区,0.000999645,41,2019/1/2
339,339,318,迪庆藏族,0.000979646,36,2019/1/2
340,340,365,果洛藏族,0.000957445,33,2019/1/2
341,341,352,那曲,0.000941824,28,2019/1/2
342,342,337,屯昌县,0.000935438,28,2019/1/2
343,343,356,琼中黎族苗族自治县,0.00093421,28,2019/1/2
344,344,363,白沙黎族自治县,0.000927773,28,2019/1/2
345,345,324,五指山,0.000920852,27,2019/1/2
346,346,344,阿拉尔,0.000916026,24,2019/1/2
347,347,346,日喀则,0.000914501,28,2019/1/2
348,348,316,鹤岗,0.000908328,30,2019/1/2
349,349,345,玉树藏族,0.000898605,28,2019/1/2
350,350,338,海北藏族,0.000894971,30,2019/1/2
351,351,330,伊春,0.00088864,28,2019/1/2
352,352,278,五家渠,0.000873741,25,2019/1/2
353,353,350,阿勒泰,0.00085363,25,2019/1/2
354,354,321,山南,0.000800889,22,2019/1/2
355,355,329,怒江傈僳族,0.000779925,23,2019/1/2
356,356,341,克孜勒苏柯尔克孜,0.000758037,19,2019/1/2
357,357,361,黄南藏族,0.000722454,19,2019/1/2
358,358,364,图木舒克,0.000690302,13,2019/1/2
359,359,357,双河,0.000676989,15,2019/1/2
360,360,291,澳门特别行政区,0.000670086,18,2019/1/2
361,361,360,北屯,0.000666414,15,2019/1/2
362,362,358,铁门关,0.000646568,15,2019/1/2
363,363,347,大兴安岭,0.000638709,15,2019/1/2
364,364,326,神农架林区,0.000573192,12,2019/1/2
365,365,366,阿里,0.000541815,7,2019/1/2
366,366,362,可克达拉,0.000517921,7,2019/1/2
367,367,367,昆玉,0.000507902,6,2019/1/2
368,368,368,三沙,0.000406504,0,2019/1/2
